Order_ID,Transaction_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_Corrected,Cost,Profit_Corrected,Profit_Status
4058,2059,Kids,Basketball,Kyrie Flytrap,L,2,6110.03,0.34,8065.24,01-08-2024,Online,Delhi,-488.8,8065.24,8554.04,-488.8,Loss
4059,2060,Kids,Basketball,Air Jordan,L,1,9700.41,1.24,-2328.1,01-08-2024,Retail,Delhi,-9118.39,-2328.1,6790.29,-9118.39,Loss
4060,2061,Women,Soccer,Tiempo Legend,L,2,8655.46,0.9,1731.09,01-08-2024,Online,Pune,-10386.55,1731.09,12117.64,-10386.55,Loss
4061,2062,Men,Basketball,Air Jordan,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
4062,2063,Men,Basketball,Zoom Freak,M,0,6110.03,0.48,0,01-08-2024,Online,Mumbai,0,0,0,0,Break-even
4063,2064,Kids,Lifestyle,Air Force 1,L,0,6110.03,0.38,0,01-08-2024,Online,Mumbai,0,0,0,0,Break-even
4064,2065,Men,Basketball,Air Jordan,L,4,6110.03,0.38,15152.87,01-08-2024,Retail,Hyderabad,-1955.21,15152.87,17108.08,-1955.21,Loss
4065,2066,Women,Basketball,LeBron 20,XL,2,7881.81,0.62,5990.18,01-08-2024,Online,Pune,-5044.35,5990.18,11034.53,-5044.35,Loss
4066,2067,Kids,Running,React Infinity,L,4,6599.26,0.85,3959.56,01-08-2024,Retail,Bangalore,-14518.37,3959.56,18477.93,-14518.37,Loss
4067,2068,Men,Soccer,Mercurial Superfly,M,4,7408.31,0.62,11260.63,01-08-2024,Online,Bangalore,-9482.64,11260.63,20743.27,-9482.64,Loss
4068,2069,Men,Soccer,Tiempo Legend,10,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2030,2070,Women,Soccer,Premier III,L,2,9804.64,0.71,5686.69,08-02-2025,Online,Bangalore,-8039.81,5686.69,13726.5,-8039.81,Loss
4070,2071,Kids,Basketball,Air Jordan,L,2,6966.16,0.24,10588.56,01-08-2024,Retail,Pune,835.94,10588.56,9752.62,835.94,Profit
4071,2072,Men,Lifestyle,Blazer Mid,L,2,6110.03,1.06,-733.2,01-08-2024,Retail,Bangalore,-9287.24,-733.2,8554.04,-9287.24,Loss
4072,2073,Men,Soccer,Premier III,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
4073,2074,Kids,Training,Flex Trainer,M,2,5732.59,0.62,4356.77,01-08-2024,Online,Kolkata,-3668.86,4356.77,8025.63,-3668.86,Loss
4074,2075,Kids,Basketball,LeBron 20,L,2,8673.78,0.62,6592.07,28-03-2024,Retail,Mumbai,-5551.22,6592.07,12143.29,-5551.22,Loss
4075,2076,Kids,Running,Free RN,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4076,2077,Kids,Basketball,LeBron 20,L,2,6110.03,0.33,8187.44,01-08-2024,Online,Kolkata,-366.6,8187.44,8554.04,-366.6,Loss
4077,2078,Men,Training,SuperRep Go,L,2,9261.43,0.62,7038.69,01-08-2024,Online,Mumbai,-5927.31,7038.69,12966,-5927.31,Loss
4078,2079,Women,Lifestyle,Air Force 1,9,2,6110.03,0.56,5376.83,01-08-2024,Online,Mumbai,-3177.21,5376.83,8554.04,-3177.21,Loss
4079,2080,Kids,Lifestyle,Waffle One,XL,2,6110.03,1.03,-366.6,01-08-2024,Retail,Delhi,-8920.64,-366.6,8554.04,-8920.64,Loss
4080,2081,Kids,Training,Flex Trainer,L,2,8515.92,0.62,6472.1,27-11-2024,Retail,Hyderabad,-5450.19,6472.1,11922.29,-5450.19,Loss
4081,2082,Men,Lifestyle,Waffle One,XL,2,4902.19,0.25,7353.28,01-08-2024,Retail,Bangalore,490.21,7353.28,6863.07,490.21,Profit
4082,2083,Kids,Soccer,Mercurial Superfly,M,2,8233.64,0.62,6257.57,01-08-2024,Retail,Bangalore,-5269.53,6257.57,11527.1,-5269.53,Loss
4083,2084,Men,Training,Flex Trainer,L,2,8711.81,0.62,6620.98,29-03-2025,Online,Bangalore,-5575.55,6620.98,12196.53,-5575.55,Loss
4084,2085,Kids,Running,Air Zoom,7,2,2108.04,0.62,1602.11,01-08-2024,Retail,Kolkata,-1349.15,1602.11,2951.26,-1349.15,Loss
4085,2086,Men,Lifestyle,Dunk Low,L,4,6110.03,1.19,-4643.62,01-08-2024,Online,Bangalore,-21751.7,-4643.62,17108.08,-21751.7,Loss
4086,2087,Women,Running,Air Zoom,XL,3,4537.02,0.62,5172.2,03-04-2025,Online,Pune,-4355.54,5172.2,9527.74,-4355.54,Loss
4087,2088,Men,Basketball,LeBron 20,L,2,6110.03,1.09,-1099.81,13-03-2024,Retail,Hyderabad,-9653.85,-1099.81,8554.04,-9653.85,Loss
4088,2089,Men,Training,Flex Trainer,M,2,5649.73,0.41,6666.68,01-08-2024,Retail,Mumbai,-1242.94,6666.68,7909.62,-1242.94,Loss
4089,2090,Women,Running,React Infinity,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
4090,2091,Men,Lifestyle,Air Force 1,L,2,5109.51,0.62,3883.23,01-08-2024,Retail,Delhi,-3270.08,3883.23,7153.31,-3270.08,Loss
4091,2092,Kids,Running,Free RN,L,2,8331.85,0.62,6332.21,01-08-2024,Retail,Kolkata,-5332.38,6332.21,11664.59,-5332.38,Loss
4092,2093,Women,Lifestyle,Air Force 1,XL,2,9861.8,0.62,7494.97,01-08-2024,Online,Delhi,-6311.55,7494.97,13806.52,-6311.55,Loss
4093,2094,Women,Lifestyle,Waffle One,11,4,8888.58,0.62,13510.64,01-08-2024,Retail,Kolkata,-11377.38,13510.64,24888.02,-11377.38,Loss
4094,2095,Kids,Soccer,Tiempo Legend,9,2,4094.79,0.62,3112.04,01-08-2024,Online,Hyderabad,-2620.67,3112.04,5732.71,-2620.67,Loss
4095,2096,Men,Running,Free RN,XL,1,7129.09,0.62,2709.05,01-08-2024,Online,Pune,-2281.31,2709.05,4990.36,-2281.31,Loss
4096,2097,Women,Soccer,Phantom GT,8,2,6110.03,0.62,4643.62,03-04-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
4097,2098,Men,Basketball,Kyrie Flytrap,XL,2,3443.1,0.62,2616.76,01-08-2024,Retail,Hyderabad,-2203.58,2616.76,4820.34,-2203.58,Loss
4098,2099,Men,Lifestyle,Waffle One,L,0,6110.03,0.62,0,01-08-2024,Retail,Bangalore,0,0,0,0,Break-even
4099,2100,Women,Soccer,Tiempo Legend,L,2,8864.29,0.62,6736.86,01-08-2024,Online,Pune,-5673.15,6736.86,12410.01,-5673.15,Loss
4100,2101,Men,Running,Pegasus Turbo,L,2,3315.29,0.62,2519.62,19-03-2024,Online,Delhi,-2121.79,2519.62,4641.41,-2121.79,Loss
4101,2102,Men,Soccer,Mercurial Superfly,L,2,6110.03,0.62,4643.62,10-07-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4102,2103,Men,Basketball,LeBron 20,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
4103,2104,Men,Lifestyle,Waffle One,L,2,2475.41,0.62,1881.31,01-08-2024,Retail,Hyderabad,-1584.26,1881.31,3465.57,-1584.26,Loss
4104,2105,Kids,Basketball,Zoom Freak,11,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
4105,2106,Men,Running,Pegasus Turbo,XL,2,3489.95,0.62,2652.36,25-05-2024,Retail,Bangalore,-2233.57,2652.36,4885.93,-2233.57,Loss
2030,2107,Men,Soccer,Phantom GT,L,2,3998,0.62,3038.48,01-08-2024,Online,Bangalore,-2558.72,3038.48,5597.2,-2558.72,Loss
4107,2108,Kids,Running,React Infinity,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
4108,2109,Kids,Running,Pegasus Turbo,L,2,2767.55,0.19,4483.43,25-11-2023,Online,Kolkata,608.86,4483.43,3874.57,608.86,Profit
4109,2110,Kids,Training,SuperRep Go,12,2,9731.83,0.62,7396.19,01-08-2024,Online,Mumbai,-6228.37,7396.19,13624.56,-6228.37,Loss
4110,2111,Men,Training,Metcon 7,M,2,6110.03,0.41,7209.84,01-08-2024,Retail,Hyderabad,-1344.2,7209.84,8554.04,-1344.2,Loss
4111,2112,Women,Lifestyle,Waffle One,L,2,4934.05,0.83,1677.58,01-08-2024,Retail,Bangalore,-5230.09,1677.58,6907.67,-5230.09,Loss
4112,2113,Women,Running,React Infinity,L,2,6254.85,0.62,4753.69,01-08-2024,Online,Delhi,-4003.1,4753.69,8756.79,-4003.1,Loss
4113,2114,Kids,Basketball,Zoom Freak,L,2,6435.66,1.05,-643.57,01-08-2024,Online,Bangalore,-9653.49,-643.57,9009.92,-9653.49,Loss
4114,2115,Kids,Training,Metcon 7,XL,4,4307.83,0.62,6547.9,01-08-2024,Retail,Bangalore,-5514.02,6547.9,12061.92,-5514.02,Loss
4115,2116,Men,Basketball,Air Jordan,M,2,4613.79,0.62,3506.48,01-08-2024,Retail,Delhi,-2952.83,3506.48,6459.31,-2952.83,Loss
4116,2117,Women,Lifestyle,Air Force 1,9,2,3854.22,0.62,2929.21,19-08-2024,Online,Pune,-2466.7,2929.21,5395.91,-2466.7,Loss
4117,2118,Women,Basketball,Zoom Freak,M,2,9501.67,0.51,9311.64,01-08-2024,Online,Hyderabad,-3990.7,9311.64,13302.34,-3990.7,Loss
4118,2119,Kids,Basketball,LeBron 20,XL,4,5355.64,0.62,8140.57,01-08-2024,Retail,Mumbai,-6855.22,8140.57,14995.79,-6855.22,Loss
4119,2120,Kids,Training,ZoomX Invincible,M,2,8849.62,0.69,5486.76,01-08-2024,Online,Mumbai,-6902.71,5486.76,12389.47,-6902.71,Loss
4120,2121,Women,Basketball,Zoom Freak,M,2,6110.03,1.23,-2810.61,01-08-2024,Online,Delhi,-11364.65,-2810.61,8554.04,-11364.65,Loss
4121,2122,Kids,Training,ZoomX Invincible,6,0,2763.46,1,0,01-08-2024,Retail,Bangalore,0,0,0,0,Break-even
4122,2123,Kids,Lifestyle,Dunk Low,11,1,6110.03,0.62,2321.81,01-08-2024,Retail,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
4123,2124,Women,Running,Air Zoom,XL,2,8184.99,0.62,6220.59,01-08-2024,Retail,Hyderabad,-5238.4,6220.59,11458.99,-5238.4,Loss
4124,2125,Kids,Basketball,LeBron 20,M,1,6110.03,0,6110.03,16-10-2023,Online,Delhi,1833.01,6110.03,4277.02,1833.01,Profit
4125,2126,Men,Soccer,Tiempo Legend,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
4126,2127,Women,Training,SuperRep Go,10,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4127,2128,Women,Running,Free RN,L,2,4690.15,0.49,4783.95,21-12-2024,Online,Kolkata,-1782.26,4783.95,6566.21,-1782.26,Loss
4128,2129,Women,Lifestyle,Air Force 1,9,2,2566.91,0.08,4723.11,01-08-2024,Online,Mumbai,1129.44,4723.11,3593.67,1129.44,Profit
4129,2130,Men,Running,Pegasus Turbo,L,2,3445.62,0.24,5237.34,02-03-2025,Retail,Kolkata,413.47,5237.34,4823.87,413.47,Profit
4130,2131,Men,Running,Air Zoom,XL,2,2776.53,0.62,2110.16,01-08-2024,Online,Mumbai,-1776.98,2110.16,3887.14,-1776.98,Loss
4131,2132,Women,Running,React Infinity,L,2,2081.15,0.9,416.23,01-08-2024,Online,Bangalore,-2497.38,416.23,2913.61,-2497.38,Loss
4132,2133,Women,Lifestyle,Dunk Low,XL,2,5087.72,0.07,9463.16,01-08-2024,Online,Hyderabad,2340.35,9463.16,7122.81,2340.35,Profit
4133,2134,Men,Basketball,Air Jordan,L,3,4105.06,0.62,4679.77,01-08-2024,Online,Mumbai,-3940.86,4679.77,8620.63,-3940.86,Loss
4134,2135,Women,Training,ZoomX Invincible,12,1,6110.03,1.11,-672.1,01-08-2024,Retail,Delhi,-4949.12,-672.1,4277.02,-4949.12,Loss
4135,2136,Men,Training,SuperRep Go,L,2,3860.5,0.62,2933.98,01-08-2024,Retail,Delhi,-2470.72,2933.98,5404.7,-2470.72,Loss
4136,2137,Kids,Lifestyle,Air Force 1,6,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4137,2138,Women,Basketball,LeBron 20,L,2,2310.45,0.62,1755.94,01-08-2024,Retail,Hyderabad,-1478.69,1755.94,3234.63,-1478.69,Loss
4138,2139,Kids,Running,Free RN,L,2,6110.03,1.13,-1588.61,01-08-2024,Retail,Pune,-10142.65,-1588.61,8554.04,-10142.65,Loss
4139,2140,Women,Training,Flex Trainer,L,0,6465.53,0.62,0,01-08-2024,Online,Kolkata,0,0,0,0,Break-even
4140,2141,Women,Running,Air Zoom,XL,2,6110.03,0.62,4643.62,28-04-2025,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
4141,2142,Men,Training,ZoomX Invincible,7,2,2406.03,0.62,1828.58,01-08-2024,Online,Bangalore,-1539.86,1828.58,3368.44,-1539.86,Loss
4142,2143,Kids,Training,Flex Trainer,L,2,2840.97,0.87,738.65,01-08-2024,Online,Bangalore,-3238.71,738.65,3977.36,-3238.71,Loss
4143,2144,Women,Running,React Infinity,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4144,2145,Men,Training,ZoomX Invincible,XL,2,2335.82,0.62,1775.22,01-08-2024,Online,Bangalore,-1494.93,1775.22,3270.15,-1494.93,Loss
4145,2146,Kids,Soccer,Tiempo Legend,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4146,2147,Kids,Lifestyle,Blazer Mid,10,2,6110.03,0.62,4643.62,27-08-2023,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
4147,2148,Men,Basketball,Zoom Freak,L,1,7659.09,0.62,2910.45,01-08-2024,Online,Delhi,-2450.91,2910.45,5361.36,-2450.91,Loss
4148,2149,Kids,Soccer,Phantom GT,7,3,5943.25,0.62,6775.3,01-08-2024,Retail,Pune,-5705.52,6775.3,12480.82,-5705.52,Loss
4149,2150,Women,Training,SuperRep Go,10,4,5716.52,0.62,8689.11,01-08-2024,Retail,Pune,-7317.15,8689.11,16006.26,-7317.15,Loss
4150,2151,Men,Basketball,Zoom Freak,11,2,6110.03,0.81,2321.81,01-08-2024,Retail,Pune,-6232.23,2321.81,8554.04,-6232.23,Loss
4151,2152,Kids,Training,Metcon 7,M,2,7282.99,0.05,13837.68,01-08-2024,Retail,Kolkata,3641.49,13837.68,10196.19,3641.49,Profit
4152,2153,Men,Basketball,Kyrie Flytrap,XL,1,6110.03,0.62,2321.81,01-08-2024,Online,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
4153,2154,Women,Running,Pegasus Turbo,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
4154,2155,Women,Soccer,Tiempo Legend,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
4155,2156,Kids,Training,Flex Trainer,M,2,8736.2,0.94,1048.34,01-08-2024,Retail,Bangalore,-11182.34,1048.34,12230.68,-11182.34,Loss
4156,2157,Men,Running,React Infinity,M,2,7417.67,0.62,5637.43,20-05-2024,Online,Mumbai,-4747.31,5637.43,10384.74,-4747.31,Loss
4157,2158,Men,Basketball,Zoom Freak,XL,3,6110.03,0.62,6965.43,09-07-2025,Retail,Delhi,-5865.63,6965.43,12831.06,-5865.63,Loss
4158,2159,Women,Lifestyle,Blazer Mid,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
4159,2160,Women,Running,React Infinity,XL,2,8683.8,0.62,6599.69,01-08-2024,Online,Delhi,-5557.63,6599.69,12157.32,-5557.63,Loss
4160,2161,Men,Lifestyle,Air Force 1,L,2,6148.9,0.62,4673.16,01-08-2024,Online,Delhi,-3935.3,4673.16,8608.46,-3935.3,Loss
4161,2162,Men,Running,Air Zoom,L,2,6110.03,0.4,7332.04,01-08-2024,Online,Kolkata,-1222,7332.04,8554.04,-1222,Loss
4162,2163,Men,Training,SuperRep Go,XL,1,3782.59,0.62,1437.38,01-08-2024,Online,Pune,-1210.43,1437.38,2647.81,-1210.43,Loss
4163,2164,Men,Training,SuperRep Go,L,2,6110.03,0.62,4643.62,12-09-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
4164,2165,Men,Soccer,Tiempo Legend,XL,0,2196.67,0.62,0,01-08-2024,Online,Bangalore,0,0,0,0,Break-even
4165,2166,Women,Training,SuperRep Go,XL,1,6110.03,0.26,4521.42,20-11-2024,Online,Bangalore,244.4,4521.42,4277.02,244.4,Profit
4166,2167,Women,Soccer,Phantom GT,8,0,6110.03,0.62,0,01-08-2024,Online,Delhi,0,0,0,0,Break-even
4167,2168,Men,Basketball,Kyrie Flytrap,XL,2,3354.93,0.62,2549.75,01-08-2024,Retail,Hyderabad,-2147.15,2549.75,4696.9,-2147.15,Loss
4168,2169,Kids,Running,Free RN,10,4,6110.03,0.62,9287.25,09-06-2024,Retail,Mumbai,-7820.83,9287.25,17108.08,-7820.83,Loss
4169,2170,Men,Basketball,LeBron 20,L,2,8320.11,0.62,6323.28,01-08-2024,Retail,Delhi,-5324.87,6323.28,11648.15,-5324.87,Loss
4170,2171,Men,Lifestyle,Blazer Mid,XL,2,3297.7,1.05,-329.77,01-08-2024,Online,Bangalore,-4946.55,-329.77,4616.78,-4946.55,Loss
4171,2172,Men,Running,React Infinity,M,2,9303.8,0.62,7070.89,21-12-2024,Retail,Delhi,-5954.43,7070.89,13025.32,-5954.43,Loss
4172,2173,Women,Soccer,Mercurial Superfly,L,1,6110.03,0.62,2321.81,01-08-2024,Retail,Bangalore,-1955.21,2321.81,4277.02,-1955.21,Loss
4173,2174,Men,Soccer,Tiempo Legend,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
4174,2175,Women,Soccer,Tiempo Legend,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
4175,2176,Men,Basketball,Air Jordan,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
4176,2177,Women,Training,ZoomX Invincible,M,1,6110.03,0.62,2321.81,02-09-2023,Retail,Hyderabad,-1955.21,2321.81,4277.02,-1955.21,Loss
4177,2178,Kids,Training,Metcon 7,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
4178,2179,Men,Basketball,Air Jordan,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
4179,2180,Women,Running,React Infinity,XL,2,6633.14,0.62,5041.19,01-08-2024,Retail,Mumbai,-4245.21,5041.19,9286.4,-4245.21,Loss
4180,2181,Men,Running,Pegasus Turbo,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
4181,2182,Women,Running,Free RN,M,3,6110.03,0.62,6965.43,05-04-2025,Retail,Delhi,-5865.63,6965.43,12831.06,-5865.63,Loss
4182,2183,Men,Lifestyle,Dunk Low,XL,1,9335.57,0.62,3547.52,01-08-2024,Retail,Mumbai,-2987.38,3547.52,6534.9,-2987.38,Loss
4183,2184,Men,Lifestyle,Air Force 1,11,2,8647.63,0.62,6572.2,01-08-2024,Retail,Pune,-5534.48,6572.2,12106.68,-5534.48,Loss
4184,2185,Women,Basketball,LeBron 20,10,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
4185,2186,Women,Training,ZoomX Invincible,6,3,6110.03,0.62,6965.43,01-02-2025,Online,Hyderabad,-5865.63,6965.43,12831.06,-5865.63,Loss
4186,2187,Men,Basketball,LeBron 20,XL,2,9872.08,0.17,16387.65,10-03-2025,Online,Bangalore,2566.74,16387.65,13820.91,2566.74,Profit
4187,2188,Women,Training,Flex Trainer,L,0,5363.84,0.95,0,01-08-2024,Retail,Hyderabad,0,0,0,0,Break-even
2050,2189,Kids,Soccer,Tiempo Legend,L,0,6110.03,0.62,0,30-09-2023,Online,Pune,0,0,0,0,Break-even
4189,2190,Kids,Soccer,Phantom GT,9,2,6110.03,0.97,366.6,01-08-2024,Retail,Hyderabad,-8187.44,366.6,8554.04,-8187.44,Loss
2043,2191,Men,Training,Flex Trainer,XL,4,6110.03,0.12,21507.31,01-08-2024,Online,Pune,4399.23,21507.31,17108.08,4399.23,Profit
4191,2192,Men,Running,React Infinity,M,2,6110.03,0.62,4643.62,22-07-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
4192,2193,Men,Lifestyle,Waffle One,L,2,3339.95,1,0,01-08-2024,Retail,Delhi,-4675.93,0,4675.93,-4675.93,Loss
4193,2194,Kids,Basketball,Kyrie Flytrap,XL,1,6110.03,0.62,2321.81,01-08-2024,Online,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
4194,2195,Kids,Running,React Infinity,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4195,2196,Kids,Training,Metcon 7,L,2,6317.4,0.62,4801.22,23-09-2023,Retail,Mumbai,-4043.14,4801.22,8844.36,-4043.14,Loss
2029,2197,Kids,Lifestyle,Dunk Low,10,2,8165.07,0.62,6205.45,01-08-2024,Online,Pune,-5225.65,6205.45,11431.1,-5225.65,Loss
4197,2198,Men,Running,React Infinity,XL,4,7560.6,0.62,11492.11,01-08-2024,Online,Kolkata,-9677.57,11492.11,21169.68,-9677.57,Loss
4198,2199,Men,Running,Pegasus Turbo,M,2,7860.63,0.53,7388.99,01-08-2024,Retail,Delhi,-3615.89,7388.99,11004.88,-3615.89,Loss
4199,2200,Women,Running,Free RN,L,2,6110.03,0.62,4643.62,25-05-2025,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
4200,2201,Women,Soccer,Tiempo Legend,L,2,6110.03,0.78,2688.41,01-08-2024,Online,Bangalore,-5865.63,2688.41,8554.04,-5865.63,Loss
4201,2202,Kids,Running,React Infinity,L,3,6110.03,0.62,6965.43,09-05-2025,Retail,Kolkata,-5865.63,6965.43,12831.06,-5865.63,Loss
4202,2203,Men,Training,SuperRep Go,L,4,4996.25,0.62,7594.3,01-08-2024,Online,Pune,-6395.2,7594.3,13989.5,-6395.2,Loss
4203,2204,Kids,Training,Flex Trainer,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
4204,2205,Kids,Lifestyle,Waffle One,L,2,7265.47,0.62,5521.76,16-04-2025,Online,Pune,-4649.9,5521.76,10171.66,-4649.9,Loss
4205,2206,Kids,Lifestyle,Waffle One,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
4206,2207,Kids,Basketball,Kyrie Flytrap,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
4207,2208,Women,Basketball,Air Jordan,L,2,6110.03,0,12220.06,01-08-2024,Retail,Hyderabad,3666.02,12220.06,8554.04,3666.02,Profit
4208,2209,Kids,Running,React Infinity,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
4209,2210,Women,Running,Air Zoom,M,1,6110.03,0.62,2321.81,03-12-2023,Online,Kolkata,-1955.21,2321.81,4277.02,-1955.21,Loss
4210,2211,Kids,Training,SuperRep Go,M,3,6110.03,0.62,6965.43,01-08-2024,Retail,Mumbai,-5865.63,6965.43,12831.06,-5865.63,Loss
4211,2212,Men,Basketball,Air Jordan,9,0,6110.03,1.09,0,01-08-2024,Online,Hyderabad,0,0,0,0,Break-even
4212,2213,Men,Running,React Infinity,XL,3,6110.03,0.9,1833.01,29-07-2023,Online,Kolkata,-10998.05,1833.01,12831.06,-10998.05,Loss
4213,2214,Men,Lifestyle,Dunk Low,L,0,6110.03,0.62,0,26-05-2024,Retail,Delhi,0,0,0,0,Break-even
4214,2215,Men,Training,SuperRep Go,L,2,6110.03,0,12220.06,01-08-2024,Retail,Pune,3666.02,12220.06,8554.04,3666.02,Profit
4215,2216,Men,Training,Flex Trainer,XL,3,7213.51,0.62,8223.4,01-08-2024,Online,Kolkata,-6924.97,8223.4,15148.37,-6924.97,Loss
4216,2217,Kids,Lifestyle,Waffle One,M,2,4989.15,0.62,3791.75,01-08-2024,Online,Delhi,-3193.06,3791.75,6984.81,-3193.06,Loss
4217,2218,Men,Soccer,Tiempo Legend,12,2,3080.23,0.22,4805.16,08-05-2025,Online,Delhi,492.84,4805.16,4312.32,492.84,Profit
4218,2219,Kids,Running,Free RN,10,2,6296.17,0.62,4785.09,01-08-2024,Online,Bangalore,-4029.55,4785.09,8814.64,-4029.55,Loss
4219,2220,Kids,Training,Flex Trainer,L,2,9565.66,0.62,7269.9,01-08-2024,Retail,Pune,-6122.02,7269.9,13391.92,-6122.02,Loss
4220,2221,Kids,Lifestyle,Dunk Low,M,2,2290.64,0.84,733,01-08-2024,Retail,Delhi,-2473.9,733,3206.9,-2473.9,Loss
4221,2222,Kids,Soccer,Mercurial Superfly,XL,2,6110.03,0.88,1466.41,01-08-2024,Online,Hyderabad,-7087.63,1466.41,8554.04,-7087.63,Loss
2023,2223,Men,Basketball,Air Jordan,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
4223,2224,Kids,Soccer,Mercurial Superfly,L,1,6110.03,0.31,4215.92,04-02-2025,Retail,Bangalore,-61.1,4215.92,4277.02,-61.1,Loss
4224,2225,Kids,Training,ZoomX Invincible,L,2,6110.03,0.58,5132.43,01-08-2024,Online,Hyderabad,-3421.61,5132.43,8554.04,-3421.61,Loss
4225,2226,Kids,Running,Free RN,XL,2,2941.85,1.12,-706.04,01-08-2024,Online,Delhi,-4824.63,-706.04,4118.59,-4824.63,Loss
4226,2227,Women,Lifestyle,Waffle One,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
4227,2228,Kids,Training,Metcon 7,L,2,6110.03,0.62,4643.62,17-12-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
4228,2229,Kids,Training,SuperRep Go,L,3,6110.03,0.62,6965.43,01-08-2024,Retail,Kolkata,-5865.63,6965.43,12831.06,-5865.63,Loss
4229,2230,Kids,Running,Free RN,XL,4,6110.03,0.62,9287.25,01-08-2024,Online,Pune,-7820.83,9287.25,17108.08,-7820.83,Loss
4230,2231,Kids,Lifestyle,Waffle One,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
